番号,俳句,季語,季節
510,聲高き人まじりけり秋の暮,秋の暮,秋
511,澁柿の澁まだぬけず秋の暮,秋の暮,秋
512,狸ぬれて葎に歸る秋のくれ,秋の暮,秋
513,亡き兄のまぼろし悲し秋のくれ,秋の暮,秋
514,なき人のあらば尋ねん秋の暮,秋の暮,秋
515,髭のびて剃刀さびぬ秋のくれ,秋の暮,秋
516,ひとり行く宮本無三四秋の暮,秋の暮,秋
517,無住寺の門叩きけり秋のくれ,秋の暮,秋
518,宿とつて見れば淋しや秋のくれ,秋の暮,秋
519,馬も居らず駕にもあはず秋の暮,秋の暮,秋
520,大寺や談義も過ぎて秋の暮,秋の暮,秋
521,大村や祭は過ぎて秋の暮,秋の暮,秋
522,影法師のそれよりはかな秋の暮,秋の暮,秋
523,鐘も撞かず大皷も鳴らず秋の暮,秋の暮,秋
524,蛙蛙何をつぶやく秋の暮,秋の暮,秋
525,山茶花の一輪咲て秋暮れぬ,秋の暮,秋
526,炮烙の大豆にも逢はず秋暮れぬ,秋の暮,秋
527,秋の暮大船はかりかゝりけり,秋の暮,秋
528,秋の暮れ狸をつれて歸りけり,秋の暮,秋
529,秋の暮われよと許り鐘を撞く,秋の暮,秋
530,いさましく別れてのちの秋の暮,秋の暮,秋
531,牛行くや毘沙門阪の秋の暮,秋の暮,秋
532,馬鳴いて秋の日暮るゝ別れ哉,秋の暮,秋
533,海晴れて小冨士に秋の日くれたり,秋の暮,秋
534,蜘の巣の獲物も無しに秋暮るゝ,秋の暮,秋
535,棺通る四條の橋や秋の暮,秋の暮,秋
536,此頃は辻君見えず秋の暮,秋の暮,秋
537,酒あり飯あり十有一人秋の暮,秋の暮,秋
538,淋しさや氣車猶急ぐ秋の暮,秋の暮,秋
539,淋しさやどの顏見ても秋の暮,秋の暮,秋
540,十一人一人になりて秋の暮,秋の暮,秋
541,大佛をまはれば淋し秋の暮,秋の暮,秋
542,大佛に戸帳垂れたり秋の暮,秋の暮,秋
543,誰人ぞ睨んで通る秋の暮,秋の暮,秋
544,ちかづきの仲居も居らず秋の暮,秋の暮,秋
545,罪もなき配所に秋の暮かゝり,秋の暮,秋
546,日蓮の死んだ山あり秋の暮,秋の暮,秋
547,琵琶やめて何が聞こゆる秋の暮,秋の暮,秋
548,琵琶やめて何聞くふりぞ秋の暮,秋の暮,秋
549,本陣や下手な掛畫も秋の暮,秋の暮,秋
550,めづらしや海に帆の無い秋の暮,秋の暮,秋
551,藪寺に磬打つ音や秋の暮,秋の暮,秋
552,山本の一むら杉や秋の暮,秋の暮,秋
553,老僧に棒加へけり秋の暮,秋の暮,秋
554,驢に騎りて山陰いそぐ秋の暮,秋の暮,秋
555,驢に乗りて山陰急ぐ秋の暮,秋の暮,秋
556,尾の道の便船もなし秋の暮,秋の暮,秋
557,秋の暮餘りに近く鐘が鳴る,秋の暮,秋
558,秋の暮東照宮に鳴く鴉,秋の暮,秋
559,秋の暮尾上の上を鴉鳴く,秋の暮,秋
560,鬼事やはては泣き出す秋の暮,秋の暮,秋
561,看經や鉦はやめたる秋の暮,秋の暮,秋
562,さまさまに烟分れて秋のくれ,秋の暮,秋
563,山門をぎいと鎖すや秋の暮,秋の暮,秋
564,捨馬に鴉鳴くなり秋のくれ,秋の暮,秋
565,大佛を見て鹿を見て秋暮るゝ,秋の暮,秋
566,讀書聲絶えて何やら敲く秋のくれ,秋の暮,秋
567,鳥は皆西へ歸りぬ秋の暮,秋の暮,秋
568,猫飼うて猫を恐るゝ秋のくれ,秋の暮,秋
569,猫を飼ふて猫を恐るゝ秋の暮,秋の暮,秋
570,不器用な佛の顏も秋の暮,秋の暮,秋
571,朴の木に鴉鳴くなり秋の暮,秋の暮,秋
572,まゝ事の相手に秋の日暮れたり,秋の暮,秋
573,思ひよらず大砲ひゞく秋の暮,秋の暮,秋
574,遊び居る子を呼び返す秋の暮,秋の暮,秋
575,流れよる舟に人なし秋のくれ,秋の暮,秋
576,旅籠屋にひとり酒のむ秋の暮,秋の暮,秋
577,灯をともす向ひの山や秋の暮,秋の暮,秋
578,向きあふて淋しき顏や秋の暮,秋の暮,秋
579,女郎買をやめて此頃秋の暮,秋の暮,秋
580,秋の夜や厮に籠る鼾あり,秋の夜,秋
581,風吹て簫聞く夜の秋遠し,秋の夜,秋
582,猿簑の秋の季あけて讀む夜哉,秋の夜,秋
583,猿簑の秋の部あけて讀む夜哉,秋の夜,秋
584,秋の夜の書齋を照すらんぷ哉,秋の夜,秋
585,靜かさに曇りし秋の夜空哉,秋の夜,秋
586,秋の夜や枕刀に上る蜘,秋の夜,秋
587,秋の夜を蜘のはひよる刀哉,秋の夜,秋
588,秋の夜の夢に詩を得し寐覺哉,秋の夜,秋
589,はん鐘の音する夜の寒さかな,夜寒,秋
590,狼の聲も聞こゆる夜寒かな,夜寒,秋
591,破れ壁笠おしあてゝ夜寒哉,夜寒,秋
592,狼の人くひに出る夜寒哉,夜寒,秋
593,兄弟のざこね正しき夜寒哉,夜寒,秋
594,兒二人竝んで寐たる夜寒哉,夜寒,秋
595,山もとのともし火動く夜寒哉,夜寒,秋
596,扇見てふし思ひ出す夜寒哉,夜寒,秋
597,合宿の齒ぎしりひゞく夜寒哉,夜寒,秋
598,小火鉢の灰やはらげる夜寒哉,夜寒,秋
599,菅笠の紐引きしめる夜寒哉,夜寒,秋
600,だまされてわるい宿とる夜寒かな,夜寒,秋
601,箒星障子にひかる夜寒哉,夜寒,秋
602,鼻たれの兄とよばるゝ夜寒哉,夜寒,秋
603,一つづゝ波音ふくる夜寒哉,夜寒,秋
604,一人旅一人つくつく夜寒哉,夜寒,秋
605,壁一重牛の息聞く夜寒哉,夜寒,秋
606,壁やれてともし火もるゝ夜寒哉,夜寒,秋
607,竈の火くわらくわらもえる夜寒哉,夜寒,秋
608,傾城の海を背にする夜寒哉,夜寒,秋
609,傾城のぬけがらに寐る夜寒哉,夜寒,秋
610,小比丘尼のほころびつゝる夜寒哉,夜寒,秋
611,墨染に泪のあとの夜寒哉,夜寒,秋
612,錢湯に端唄のはやる夜寒哉,夜寒,秋
613,僧一人竝が岡の夜寒哉,夜寒,秋
614,大海を前にひかへて夜寒哉,夜寒,秋
615,挑灯の厠へ通ふ夜寒哉,夜寒,秋
616,晝中の殘暑にかはる夜寒哉,夜寒,秋
617,封切て灯をかきたてる夜寒哉,夜寒,秋
618,文机にもたれ心の夜寒哉,夜寒,秋
619,平家聞く小姓の顏の夜寒哉,夜寒,秋
620,向ひ地のともし消え行く夜寒哉,夜寒,秋
621,槍の穂の番所に光る夜寒哉,夜寒,秋
622,夕月の落ちて灯を吹く夜寒かな,夜寒,秋
623,夜寒さに樽天王の勢哉,夜寒,秋
624,夜寒さの樽天王の勢ひ哉,夜寒,秋
625,夜寒さや身をちゞむれば眠く成,夜寒,秋
626,老僧の南朝かたる夜寒哉,夜寒,秋
627,大床に鼠のさわぐ夜寒哉,夜寒,秋
628,小坊主のひとり鐘撞く夜寒哉,夜寒,秋
629,待てば來ず雨の夜寒の薄蒲團,夜寒,秋
630,廊下から海ながめたる夜寒哉,夜寒,秋
631,いさり火を横にながめたる夜寒哉,夜寒,秋
632,大家の靜まりかへる夜寒哉,夜寒,秋
633,大寺に一人宿借る夜寒哉,夜寒,秋
634,おもてから見ゆや夜寒の最合風呂,夜寒,秋
635,片里に盗人はやる夜寒かな,夜寒,秋
636,首途の用意して寐る夜寒哉,夜寒,秋
637,門附の下町通る夜寒かな,夜寒,秋
638,獺を狸のおくる夜寒哉,夜寒,秋
639,木曽川に向くや夜寒の門搆へ,夜寒,秋
640,蜘殺すあとの淋しき夜寒哉,夜寒,秋
641,傾城に袖引かれたる夜寒哉,夜寒,秋
642,さし向ふ夫婦の膳の夜寒哉,夜寒,秋
643,不忍の池をめぐりて夜寒かな,夜寒,秋
644,十八人女とりまく夜寒哉,夜寒,秋
645,白波のきはに火を焚く夜寒哉,夜寒,秋
646,白波のきはに火を燒く夜寒哉,夜寒,秋
647,知らぬ女と背中合せの夜寒哉,夜寒,秋
648,須磨寺の門を過ぎ行く夜寒哉,夜寒,秋
649,蕎麥はあれど夜寒の饂飩きこしめせ,夜寒,秋
650,大佛の足もとに寐る夜寒哉,夜寒,秋
651,黙りけり夜寒の男五六人,夜寒,秋
652,丁々と碁を打つ家の夜寒哉,夜寒,秋
653,次の間の灯も消えて夜寒哉,夜寒,秋
654,辻駕籠に盗人載せる夜寒哉,夜寒,秋
655,通夜堂にまだき夜寒を覺えける,夜寒,秋
656,釣橋に提灯わたる夜寒かな,夜寒,秋
657,出女の油をこぼす夜寒かな,夜寒,秋
658,灯ふけて書讀む窓の夜寒哉,夜寒,秋
659,鼠追へば三匹逃げる夜寒哉,夜寒,秋
660,鼠追へば四五匹迯げる夜寒哉,夜寒,秋
661,鼠狩れば鼠の笑ふ夜寒かな,夜寒,秋
662,旅籠屋の居風呂ぬるき夜寒哉,夜寒,秋
663,人住まぬ戸に灯のうつる夜寒哉,夜寒,秋
664,灯ともさぬ村家つゞきの夜寒哉,夜寒,秋
665,灯をともす家奥深き夜寒哉,夜寒,秋
666,佛壇のともし火消ゆる夜寒哉,夜寒,秋
667,舩に寐て岡の灯のへる夜寒哉,夜寒,秋
668,妙法の太鼓聞こゆる夜寒哉,夜寒,秋
669,藪村に旅籠屋もなき夜寒哉,夜寒,秋
670,夜寒さや家なき原に灯のともる,夜寒,秋
671,夜寒さや人靜まりて海の音,夜寒,秋
672,男十八人女とりまく夜寒哉,夜寒,秋
673,男十八人女一人の夜寒哉,夜寒,秋
674,大寺のともし少き夜寒哉,夜寒,秋
675,勤行のすんで灯を消す夜寒かな,夜寒,秋
676,三厘の風呂で風邪引く夜寒かな,夜寒,秋
677,錢湯で下駄換へらるゝ夜寒かな,夜寒,秋
678,村會のともし火暗き夜寒かな,夜寒,秋
679,松明に落武者探す夜寒かな,夜寒,秋
680,出女が風邪引聲の夜寒かな,夜寒,秋
681,隣村の鍛冶の火見ゆる夜寒哉,夜寒,秋
682,盗人や夜寒の眼灯のうつる,夜寒,秋
683,刄物置いて盗人防ぐ夜寒かな,夜寒,秋
684,腹に響く夜寒の鐘や法隆寺,夜寒,秋
685,牧師一人信者四五人の夜寒かな,夜寒,秋
686,松杉や夜寒の空の星ばかり,夜寒,秋
687,夜を寒み脊骨のいたき机かな,夜寒,秋
688,夜を寒み俳書の山の中に坐す,夜寒,秋
689,油さしに禿時問ふ夜寒哉,夜寒,秋
690,犬が來て水のむ音の夜寒哉,夜寒,秋
691,蝦夷にある子に手紙書く夜寒哉,夜寒,秋
692,軍談に寐る人起す夜寒哉,夜寒,秋
693,新宅の柱卷きある夜寒哉,夜寒,秋
694,小便に行けば月出る夜寒哉,夜寒,秋
695,松明に人話し行く夜寒哉,夜寒,秋
696,地震して温泉涸れし町の夜寒哉,夜寒,秋
697,提灯の小道へ這入る夜寒哉,夜寒,秋
698,提灯の小路へ曲る夜寒かな,夜寒,秋
699,泣きなから子の寐入たる夜寒哉,夜寒,秋
700,盗人の足跡に燭す夜寒かな,夜寒,秋
701,旅籠屋の淨手場遠き夜寒哉,夜寒,秋
702,廣き間にひとり書讀む夜寒哉,夜寒,秋
703,湯上りのうたゝ寐さめて夜寒哉,夜寒,秋
704,横町で巡査に出逢ふ夜寒哉,夜寒,秋
705,吉原の太鼓聞ゆる夜寒哉,夜寒,秋
706,夜を寒み猫呼びありく隣家の女,夜寒,秋
707,夜を寒み猫呼ひてあるく鄰家の女,夜寒,秋
708,わりなしや夜寒を眠る通夜の人,夜寒,秋
709,貴人をとめて飯焚く夜寒哉,夜寒,秋
710,犬を追ふ夜寒の門や按摩呼ぶ,夜寒,秋
711,汽車にねて須磨の風ひく夜寒哉,夜寒,秋
712,汽車の音の近く聞ゆる夜寒哉,夜寒,秋
713,狐鳴く聲と聞くからに夜寒哉,夜寒,秋
714,喧嘩せし子の寐入りたる夜寒哉,夜寒,秋
715,碁の音の林に響く夜寒かな,夜寒,秋
716,大名を藁屋にとめる夜寒哉,夜寒,秋
717,ともし火をあてに舟よぶ夜寒哉,夜寒,秋
718,庭の灯に人顏映る夜寒哉,夜寒,秋
719,化けさうな行燈に寺の夜寒哉,夜寒,秋
720,船に寐て行李を枕の夜寒哉,夜寒,秋
721,蓑笠をかけて夜寒の書齋かな,夜寒,秋
722,御佛と襖隔つる夜寒哉,夜寒,秋
723,吉原の踊過ぎたる夜寒哉,夜寒,秋
724,吉原のにわか過ぎたる夜寒かな,夜寒,秋
725,頼朝も那須の與一も夜寒哉,夜寒,秋
726,縁日の古著屋多き夜寒哉,夜寒,秋
727,交番の交代時の夜寒哉,夜寒,秋
728,柿店の前を過行く夜寒哉,夜寒,秋
729,樫の木の中に灯ともる夜寒哉,夜寒,秋
730,贋筆をかけて灯ともす夜寒哉,夜寒,秋
731,きんつはの行燈暗き夜寒哉,夜寒,秋
732,暗やみに我門敲く夜寒哉,夜寒,秋
733,車引のお歸りと呼ぶ夜寒哉,夜寒,秋
734,三階の灯を消しに行く夜寒哉,夜寒,秋
735,電氣燈明るき山の夜寒哉,夜寒,秋
736,舟歌のやんで物いふ夜寒かな,夜寒,秋
737,星飛んで懐に入る夜寒哉,夜寒,秋
738,見下せば灯の無き町の夜寒哉,夜寒,秋
739,炭出しに行くや夜寒の燭を秉り,夜寒,秋
740,蚊帳ツラデ畫美人見ユル夜寒カナ,夜寒,秋
741,母ト二人イモウトヲ待ツ夜寒カナ,夜寒,秋
742,虫ノ音ノ少クナリシ夜寒カナ,夜寒,秋
743,破垣ニ灯見ユル家ノ夜寒カナ,夜寒,秋
744,二人ては咄のたらぬ夜長かな,夜長,秋
745,次の間に唄ひ女の泣く夜長哉,夜長,秋
746,明日の旅路見つゝ行く夜の長さ哉,夜長,秋
747,首途の支度にふかす夜長哉,夜長,秋
748,木枕に惟然泣く夜の長さ哉,夜長,秋
749,傾城の咄ときるゝ夜長かな,夜長,秋
750,一ツづゝ波音ふくる夜長哉,夜長,秋
751,辨慶の道具しらべる夜長哉,夜長,秋
752,妹に軍書讀まする夜長哉,夜長,秋
753,叡山へ提灯通ふ夜長哉,夜長,秋
754,瀬田こえて三井の鐘きく夜長哉,夜長,秋
755,大黒の夷をなぶる夜長哉,夜長,秋
756,瀧の音いろいろになる夜長哉,夜長,秋
757,長生を思へば遠き夜長哉,夜長,秋
758,長き夜の寐物語りや蝦夷千嶋,夜長,秋
759,長き夜や頻りにはぢく桶の箍,夜長,秋
760,長き夜や誰がうつり香の薄蒲団,夜長,秋
761,長き夜を誰がうつり香の薄蒲団,夜長,秋
762,長き夜や鼠のかぢる古烏帽子,夜長,秋
763,長き夜や姫の御伽の繪巻物,夜長,秋
764,桃太郎の咄もたえて夜長哉,夜長,秋
765,驛古りて夜長の鷄のまばら也,夜長,秋
766,火事消えて人さどむ夜の長さ哉,夜長,秋
767,小坊主や何を夜長の物思ひ,夜長,秋
768,誰が謠ふ旅の夜長のつれつれに,夜長,秋
769,長き夜の山門へ通ふ鼠かな,夜長,秋
770,長き夜の大同江を渉りけり,夜長,秋
771,長き夜や誰がきぬきぬの鶏が鳴く,夜長,秋
772,長き夜をたるまず廓の大鼓哉,夜長,秋
773,何笑ふ聲そ夜長の臺所,夜長,秋
774,山里に月もなき夜の長さかな,夜長,秋
775,山里は月もなき夜の長さかな,夜長,秋
776,明けぐれに立ていそけば夜ぞ長き,夜長,秋
777,足音の隣へはいる夜長かな,夜長,秋
778,大家の靜まりかへる夜長哉,夜長,秋
779,大村の靜まり返る夜長かな,夜長,秋
780,神戸出て夜の長さよ紀州灘,夜長,秋
781,大鼓やみ鼓やみ三味の夜そ長き,夜長,秋
782,契りおかで待つや夜長の空たのめ,夜長,秋
783,長き夜の面白きかな水滸傳,夜長,秋
784,長き夜の硯にうつるともし哉,夜長,秋
785,長き夜の月の雨のと更けて行く,夜長,秋
786,長き夜の鷄や太鼓や喇叭哉,夜長,秋
787,長き夜の物音きくや白拍子,夜長,秋
788,長き夜の夢の浮橋絶えてけり,夜長,秋
789,長き夜の連歌に更けて朝寐哉,夜長,秋
790,長き夜や木の間に細き常夜燈,夜長,秋
791,長き夜や初夜の鐘つく東大寺,夜長,秋
792,長き夜や提灯わたる大井河,夜長,秋
793,長き夜や人灯を取つて庭を行く,夜長,秋
794,長き夜や古傾城のささめ言,夜長,秋
795,長き夜や夢にひろひし二貫文,夜長,秋
796,長き夜や隣樓の三紘引きやみぬ,夜長,秋
797,長き夜を月取る猿の思案哉,夜長,秋
798,長き夜を何に更かすぞ岡の家,夜長,秋
799,長き夜を寐足らぬ人の尊さよ,夜長,秋
800,寐られぬよ長き夜頃の物の本,夜長,秋
801,夜の長さ船で測れば八十里,夜長,秋
802,蝋燭の燃えきれんとして夜ぞ長き,夜長,秋
803,歌よまぬ身は待ちかねし夜長哉,夜長,秋
804,汽車過ぐるあとを根岸の夜ぞ長き,夜長,秋
805,椎の樹に月傾きて夜ぞ長き,夜長,秋
806,長き夜の移り香とめて別れけり,夜長,秋
807,長き夜の白髪の生える思ひあり,夜長,秋
808,長き夜の灯なし早寐の家つゞき,夜長,秋
809,長き夜の水は流れてしまひけり,夜長,秋
810,長き夜や思ひ出す時風が吹く,夜長,秋
811,長き夜や孔明死する三國志,夜長,秋
812,長き夜や千年の後を考へる,夜長,秋
813,長き夜や念佛の聲豆の音,夜長,秋
814,長き夜や堀河落つる汐の音,夜長,秋
815,長き夜や闇に落ちかゝる瀧の音,夜長,秋
816,長き夜を白髪の生える思ひあり,夜長,秋
817,古妻や背中合せの夜は長き,夜長,秋
818,物に倦みて時計見る夜の長さ哉,夜長,秋
819,寄席はねて上野の鐘の夜長哉,夜長,秋
820,思ひ出せばゆふべの夜も長かりし,夜長,秋
821,角海老の時計數へる夜長哉,夜長,秋
822,咳にくるしむ夜長の灯豆の如し,夜長,秋
823,戸の音に物を疑ふ夜長哉,夜長,秋
824,長き夜の悪夢驚きて鼠落つ,夜長,秋
825,長き夜や隅の柱のわれる音,夜長,秋
826,長き夜や更けて柱のひゞく音,夜長,秋
