ID,Haiku,Tokens,IDs
75,馬の尾をむすび揚げたる雪間かな,"['馬の尾/ウマノオ/馬の尾/名詞', 'を/ヲ/を/助詞', '結ぶ/ムスブ/むすぶ/動詞', '揚げ/アゲ/揚げ/接尾辞', 'たり/タリ/たり/助動詞', '雪間/ユキマ/雪間/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[336, 31, 337, 338, 33, 334, 27, 28]"
76,凍どけや梅にわかれて回り道,"['凍/コー/凍/名詞', 'とく/トク/どく/助動詞', 'や/ヤ/や/助詞', '梅/ウメ/梅/名詞', 'に/ニ/に/助詞', 'わかれる/ワカレル/わかれる/動詞', 'て/テ/て/助詞', '回り道/マワリミチ/回り道/名詞']","[339, 340, 19, 341, 21, 342, 39, 343]"
77,凍解の径光りそむ行手かな,"['凍解/コーリカイ/凍解/名詞', 'の/ノ/の/助詞', '小道/コミチ/径/名詞', '光/ヒカリ/光り/名詞', '染む/シム/そむ/動詞', '行く手/ユクテ/行手/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[344, 18, 345, 346, 347, 348, 27, 28]"
78,凍解のはじまる土のにぎやかに,"['凍解/コーリカイ/凍解/名詞', 'の/ノ/の/助詞', '始まる/ハジマル/はじまる/動詞', '土/ツチ/土/名詞', 'の/ノ/の/助詞', '賑やか/ニギヤカ/にぎやか/形状詞', 'だ/ダ/だ/助動詞']","[344, 18, 349, 350, 18, 351, 9]"
79,葭の根をめぐりて解る氷かな,"['葦/アシ/葭/名詞', 'の/ノ/の/助詞', '根/ネ/根/名詞', 'を/ヲ/を/助詞', '巡る/メグル/めぐる/動詞', 'て/テ/て/助詞', '分かる/ワカル/解る/動詞', '氷/コーリ/氷/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[352, 18, 353, 31, 354, 39, 355, 356, 27, 28]"
80,解けて浮く氷のかげや水の底,"['解ける/トケル/解ける/動詞', 'て/テ/て/助詞', '浮く/ウク/浮く/動詞', '氷/コーリ/氷/名詞', 'の/ノ/の/助詞', 'かげ/カゲ/かげ/名詞', 'や/ヤ/や/助詞', '水/ミズ/水/名詞', 'の/ノ/の/助詞', '底/ソコ/底/名詞']","[357, 39, 358, 356, 18, 359, 19, 177, 18, 360]"
81,氷江のとけてながれて藍ぼかし,"['氷/コーリ/氷/名詞', '江/コー/江/接尾辞', 'の/ノ/の/助詞', 'とける/トケル/とける/動詞', 'て/テ/て/助詞', '流れる/ナガレル/ながれる/動詞', 'て/テ/て/助詞', '藍/アイ/藍/名詞', '暈し/ボカシ/ぼかし/名詞']","[356, 361, 18, 362, 39, 363, 39, 364, 365]"
82,うすらひやわづかに咲ける芹の花,"['薄ら/ウッスラ/うすら/形状詞', '冷や/ヒヤ/ひや/名詞', '僅か/ワズカ/わづか/形状詞', 'だ/ダ/だ/助動詞', '咲く/サク/咲く/動詞', 'り/リ/り/助動詞', '芹/セリ/芹/名詞', 'の/ノ/の/助詞', '花/ハナ/花/名詞']","[366, 367, 217, 9, 368, 41, 369, 18, 47]"
83,せりせりと薄氷杖のなすままに,"['せり/セリ/せり/名詞', 'せり/セリ/せり/名詞', 'と/ト/と/助詞', '薄氷/ハクヒョー/薄氷/名詞', '杖/ツエ/杖/名詞', 'の/ノ/の/助詞', '成す/ナス/なす/動詞', '侭/ママ/まま/名詞', 'に/ニ/に/助詞']","[370, 370, 67, 371, 372, 18, 373, 374, 21]"
84,薄氷の裏を舐めては金魚沈む,"['薄氷/ハクヒョー/薄氷/名詞', 'の/ノ/の/助詞', '裏/ウラ/裏/名詞', 'を/ヲ/を/助詞', '嘗める/ナメル/舐める/動詞', 'て/テ/て/助詞', 'は/ワ/は/助詞', '金魚/キンギョ/金魚/名詞', '沈む/シズム/沈む/動詞']","[371, 18, 375, 31, 376, 39, 43, 377, 378]"
85,凍返る養魚池の風日もすがら,"['凍/コー/凍/名詞', '返る/カエル/返る/動詞', '養魚/ヨーギョ/養魚/名詞', '池/イケ/池/名詞', 'の/ノ/の/助詞', '風日/カゼビ/風日/名詞', 'も/モ/も/助詞', '縋る/スガル/すがる/動詞']","[339, 379, 380, 381, 18, 382, 11, 383]"
86,三日月はそるぞ寒はさえかへる,"['3/サン/三/名詞', '日/ヒ/日/接尾辞', '月/ツキ/月/名詞', 'は/ワ/は/助詞', 'そる/ソル/そる/動詞', 'ぞ/ゾ/ぞ/助詞', '寒/サム/寒/名詞', 'は/ワ/は/助詞', 'さえ/サエ/さえ/助詞', 'かえる/カエル/かへる/動詞']","[384, 193, 115, 43, 385, 386, 133, 43, 387, 78]"
87,冴返る音や霰の十粒程,"['冴える/サエル/冴える/動詞', '返る/カエル/返る/動詞', '音/オト/音/名詞', 'や/ヤ/や/助詞', '霰/アラレ/霰/名詞', 'の/ノ/の/助詞', '10/ジュー/十/名詞', '粒/ツブ/粒/名詞', 'ほど/ホド/程/助詞']","[388, 379, 315, 19, 389, 18, 390, 391, 392]"
88,いくたびか死におくれし身冴返る,"['行く/ユク/いく/動詞', '度/ド/たび/名詞', 'か/カ/か/助詞', '死ぬ/シヌ/死ぬ/動詞', '遅れる/オクレル/おくれる/動詞', 'き/キ/き/助動詞', '身/ミ/身/名詞', '冴える/サエル/冴える/動詞', '返る/カエル/返る/動詞']","[393, 394, 27, 395, 396, 82, 397, 388, 379]"
89,池田から炭くれし春の寒さかな,"['池田/イケダ/池田/名詞', 'から/カラ/から/助詞', '炭/スミ/炭/名詞', '呉れる/クレル/くれる/動詞', 'き/キ/き/助動詞', '春/ハル/春/名詞', 'の/ノ/の/助詞', '寒い/サムイ/寒い/形容詞', 'さ/サ/さ/接尾辞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[398, 399, 400, 401, 82, 10, 18, 402, 403, 27, 28]"
90,はる寒く葱の折ふす畠かな,"['はる/ハル/はる/助動詞', '寒い/サムイ/寒い/形容詞', '葱/ネギ/葱/名詞', 'の/ノ/の/助詞', '折/オリ/折/名詞', 'ふす/フス/ふす/動詞', '畠/ハタケ/畠/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[404, 402, 405, 18, 406, 407, 408, 27, 28]"
91,春寒く咳入る人形つかひかな,"['春/ハル/春/名詞', '寒い/サムイ/寒い/形容詞', '咳/セキ/咳/名詞', '入る/ハイル/入る/動詞', '人形/ニンギョー/人形/名詞', 'つ/ツ/つ/助詞', 'か/カ/か/助詞', 'ひ/ヒ/ひ/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[10, 402, 409, 410, 411, 412, 27, 129, 27, 28]"
92,春寒やぶつかり歩く盲犬,"['春寒/シュンカン/春寒/名詞', 'や/ヤ/や/助詞', 'ぶつかり/ブツカリ/ぶつかり/名詞', '歩く/アルク/歩く/動詞', '盲/メクラ/盲/名詞', '犬/イヌ/犬/接尾辞']","[413, 19, 414, 415, 416, 417]"
93,月走る雲はしる春の寒さかな,"['月/ツキ/月/名詞', '走る/ハシル/走る/動詞', '雲/クモ/雲/名詞', 'は/ワ/は/助詞', '知る/シル/しる/動詞', '春/ハル/春/名詞', 'の/ノ/の/助詞', '寒い/サムイ/寒い/形容詞', 'さ/サ/さ/接尾辞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[115, 418, 419, 43, 420, 10, 18, 402, 403, 27, 28]"
94,關の戸の火鉢ちひさき余寒かな,"['關/セキ/關/名詞', 'の/ノ/の/助詞', '戸/ト/戸/名詞', 'の/ノ/の/助詞', '火鉢/ヒバチ/火鉢/名詞', 'ち/チ/ち/名詞', 'ひ/ヒ/ひ/名詞', 'さき/サキ/さき/名詞', '余寒/ヨカン/余寒/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[421, 18, 49, 18, 422, 423, 129, 424, 425, 27, 28]"
95,底たゝく音や余寒の炭俵,"['底/ソコ/底/名詞', '叩く/タタク/たたく/動詞', '音/オト/音/名詞', 'や/ヤ/や/助詞', '余寒/ヨカン/余寒/名詞', 'の/ノ/の/助詞', '炭俵/スミタワラ/炭俵/名詞']","[360, 426, 315, 19, 425, 18, 427]"
96,鎌倉を驚かしたる余寒あり,"['鎌倉/カマクラ/鎌倉/名詞', 'を/ヲ/を/助詞', '驚かす/オドロカス/驚かす/動詞', 'たり/タリ/たり/助動詞', '余寒/ヨカン/余寒/名詞', '有り/アリ/あり/名詞']","[428, 31, 429, 33, 425, 430]"
97,蒲団着て手紙書くなり春の風邪,"['布団/フトン/蒲団/名詞', '着る/キル/着る/動詞', 'て/テ/て/助詞', '手紙/テガミ/手紙/名詞', '書く/カク/書く/動詞', 'なり/ナリ/なり/助詞', '春/ハル/春/名詞', 'の/ノ/の/助詞', '風邪/カゼ/風邪/名詞']","[431, 432, 39, 265, 60, 433, 10, 18, 434]"
98,病にも色あらば黄や春の風邪,"['病/ヤマイ/病/名詞', 'に/ニ/に/助詞', 'も/モ/も/助詞', '色/イロ/色/名詞', '有る/アル/あり/動詞', 'ば/バ/ば/助詞', '黄/キ/黄/名詞', 'や/ヤ/や/助詞', '春/ハル/春/名詞', 'の/ノ/の/助詞', '風邪/カゼ/風邪/名詞']","[435, 21, 11, 139, 436, 4, 437, 19, 10, 18, 434]"
99,春風邪をひいて紫じみてゐる,"['春/ハル/春/名詞', '風邪/カゼ/風邪/名詞', 'を/ヲ/を/助詞', 'ひく/ヒク/ひく/動詞', 'て/テ/て/助詞', '紫/ムラサキ/紫/名詞', '染みる/シミル/じみる/接尾辞', 'て/テ/て/助詞', '居る/イル/ゐる/動詞']","[10, 434, 31, 438, 39, 439, 440, 39, 441]"
100,母の忌や其日の如く春時雨,"['母/ハハ/母/名詞', 'の/ノ/の/助詞', '忌み/イミ/忌/名詞', 'や/ヤ/や/助詞', '其の/ソノ/其/連体詞', '日/ヒ/日/名詞', 'の/ノ/の/助詞', 'ごとし/ゴトシ/如し/助動詞', '春時雨/ハルシグレ/春時雨/名詞']","[442, 18, 443, 19, 444, 231, 18, 445, 446]"
101,広野行く幾春時雨幾夕立,"['広野/ヒロノ/広野/名詞', '行く/ユク/行く/動詞', '幾春/イクハル/幾春/名詞', '時雨/シグレ/時雨/名詞', '幾/イク/幾/名詞', '夕立/ユーダチ/夕立/名詞']","[447, 448, 449, 450, 451, 452]"
102,春驟雨木馬小暗く廻り出す,"['春/ハル/春/名詞', '驟雨/シューウ/驟雨/名詞', '木馬/モクバ/木馬/名詞', '小暗い/オグライ/小暗い/形容詞', '回る/マワル/廻る/動詞', '出す/ダス/出す/動詞']","[10, 453, 454, 455, 456, 150]"
103,猫の恋やむとき閨の朧月,"['猫/ネコ/猫/名詞', 'の/ノ/の/助詞', '恋/コイ/恋/名詞', '止む/ヤム/やむ/動詞', '時/トキ/とき/名詞', '閨/ネヤ/閨/名詞', 'の/ノ/の/助詞', '朧月/オボロズキ/朧月/名詞']","[457, 18, 458, 459, 460, 461, 18, 462]"
104,濡れて来し雨をふるふや猫の妻,"['濡れる/ヌレル/濡れる/動詞', 'て/テ/て/助詞', '来す/キタス/来す/動詞', '雨/アメ/雨/名詞', 'を/ヲ/を/助詞', 'ふる/フル/ふる/動詞', 'ふ/フ/ふ/名詞', 'や/ヤ/や/助詞', '猫/ネコ/猫/名詞', 'の/ノ/の/助詞', '妻/ツマ/妻/名詞']","[463, 39, 464, 103, 31, 299, 465, 19, 457, 18, 311]"
105,転び落し音して止みぬ猫の恋,"['転ぶ/コロブ/転ぶ/動詞', '落とし/オトシ/落し/名詞', '音/オト/音/名詞', '為る/ナル/する/動詞', 'て/テ/て/助詞', '止む/ヤム/止む/動詞', 'ず/ズ/ぬ/助動詞', '猫/ネコ/猫/名詞', 'の/ノ/の/助詞', '恋/コイ/恋/名詞']","[466, 467, 315, 16, 39, 468, 70, 457, 18, 458]"
106,むさし野や只一つ家のうかれ猫,"['むさし/ムサシ/むさし/名詞', '野/ノ/野/接尾辞', 'や/ヤ/や/助詞', '只/タダ/只/名詞', '1/イチ/一/名詞', 'つ/ツ/つ/接尾辞', '家/イエ/家/接尾辞', 'の/ノ/の/助詞', '浮かれる/ウカレル/うかれる/動詞', '猫/ネコ/猫/名詞']","[469, 470, 19, 471, 180, 181, 472, 18, 473, 457]"
107,恋猫の恋する猫で押し通す,"['恋猫/コイネコ/恋猫/名詞', 'の/ノ/の/助詞', '恋/コイ/恋/名詞', '為る/ナル/する/動詞', '猫/ネコ/猫/名詞', 'で/デ/で/助詞', '押す/オス/押す/動詞', '通す/トース/通す/動詞']","[474, 18, 458, 16, 457, 58, 149, 475]"
108,明ぼのやしら魚白きこと一寸,"['明/アキラ/明/名詞', 'ぼ/ボ/ぼ/名詞', 'の/ノ/の/助詞', '椰子/ヤシ/やし/名詞', '等/ヒトシ/ら/接尾辞', '魚/サカナ/魚/名詞', '白い/シロイ/白し/形容詞', 'こと/コト/こと/名詞', '1/イチ/一/名詞', '寸/スン/寸/名詞']","[137, 476, 18, 319, 477, 478, 479, 480, 180, 277]"
109,白魚をふるひ寄せたる四ツ手かな,"['白魚/シラウオ/白魚/名詞', 'を/ヲ/を/助詞', 'ふる/フル/ふる/動詞', 'ひ/ヒ/ひ/名詞', '寄せ/ヨセ/寄せ/名詞', 'たり/タリ/たり/助動詞', '4/ヨン/四/名詞', 'つ/ツ/ツ/接尾辞', '手/テ/手/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[481, 31, 299, 129, 482, 33, 483, 262, 37, 27, 28]"
110,白魚の小さき顔をもてりけり,"['白魚/シラウオ/白魚/名詞', 'の/ノ/の/助詞', '小/ショー/小/接頭辞', '先/サキ/さき/名詞', '顔/カオ/顔/名詞', 'を/ヲ/を/助詞', 'もてる/モテル/もてる/動詞', 'り/リ/り/助動詞', 'けり/ケリ/けり/助動詞']","[481, 18, 484, 485, 486, 31, 487, 41, 301]"
111,時を得たりめめざこ迄も桜魚,"['時/トキ/時/名詞', 'を/ヲ/を/助詞', '得る/エル/得る/動詞', 'たり/タリ/たり/助詞', 'め/メ/め/名詞', 'め/メ/め/接尾辞', 'ざ/ザ/ざ/名詞', 'っこ/ッコ/こ/接尾辞', 'まで/マデ/迄/助詞', 'も/モ/も/助詞', '桜/サクラ/桜/名詞', '魚/サカナ/魚/名詞']","[159, 31, 488, 89, 489, 490, 491, 492, 493, 11, 494, 478]"
112,公魚のよるさゞなみか降る雪に,"['公魚/ワカサギ/公魚/名詞', 'の/ノ/の/助詞', 'よる/ヨル/よる/動詞', '細波/サザナミ/さざなみ/名詞', 'か/カ/か/助詞', '降る/フル/降る/動詞', '雪/ユキ/雪/名詞', 'に/ニ/に/助詞']","[495, 18, 496, 497, 27, 498, 29, 21]"
113,汐早し鱵おくるゝごとくなり,"['汐/シオ/汐/名詞', '早い/ハヤイ/早し/形容詞', '鱵/鱵/鱵/名詞', '御/オ/お/接頭辞', '暮れる/クレル/くる/動詞', 'ごとし/ゴトシ/ごとし/助動詞', 'なり/ナリ/なり/助動詞']","[499, 165, 500, 5, 501, 324, 136]"
114,桟橋の灯にうちこゞみ鱵汲む,"['桟橋/サンバシ/桟橋/名詞', 'の/ノ/の/助詞', '明かり/アカリ/灯/名詞', 'に/ニ/に/助詞', 'うち/ウチ/うち/名詞', '屈む/カガム/こごむ/動詞', '鱵/鱵/鱵/名詞', '汲む/クム/汲む/動詞']","[502, 18, 80, 21, 503, 504, 500, 505]"
115,ちりやすくあつまりやすく鱵らは,"['散る/チル/ちる/動詞', '易い/ヤスイ/やすい/接尾辞', '集まる/アツマル/あつまる/動詞', '易い/ヤスイ/やすい/接尾辞', '鱵/鱵/鱵/名詞', '等/ヒトシ/ら/接尾辞', 'は/ワ/は/助詞']","[506, 507, 508, 507, 500, 477, 43]"
116,魞挿しや菰の古江に舟入れて,"['魞/魞/魞/名詞', '差し/サシ/挿し/接尾辞', 'や/ヤ/や/助詞', '薦/コモ/菰/名詞', 'の/ノ/の/助詞', '古江/フルエ/古江/名詞', 'に/ニ/に/助詞', '舟/フネ/舟/名詞', '入れる/イレル/入れる/動詞', 'て/テ/て/助詞']","[509, 510, 19, 511, 18, 512, 21, 513, 514, 39]"
117,魞挿しや遠つならりに鳰のむれ,"['魞挿/魞挿/魞挿/名詞', '為る/ナル/する/動詞', 'や/ヤ/や/接尾辞', '遠/トー/遠/接尾辞', 'つ/ツ/つ/助詞', 'なり/ナリ/なり/助動詞', 'り/リ/り/助動詞', 'に/ニ/に/助詞', '鳰/ニオ/鳰/名詞', 'の/ノ/の/助詞', '群れ/ムレ/むれ/名詞']","[515, 16, 516, 517, 412, 136, 41, 21, 518, 18, 519]"
118,魞挿しや陸の雪景日に穢れ,"['魞/魞/魞/名詞', '差し/サシ/挿し/接尾辞', 'や/ヤ/や/助詞', '陸/リク/陸/名詞', 'の/ノ/の/助詞', '雪景/セッケー/雪景/名詞', '日/ヒ/日/名詞', 'に/ニ/に/助詞', '汚れる/ケガレル/穢れる/動詞']","[509, 510, 19, 520, 18, 521, 231, 21, 522]"
119,野とゝもに焼る地蔵のしきみかな,"['野/ノ/野/名詞', 'と/ト/と/助詞', 'とも/トモ/とも/名詞', 'に/ニ/に/助詞', '焼け/ヤケ/焼/名詞', 'り/リ/り/助動詞', '地蔵/ジゾー/地蔵/名詞', 'の/ノ/の/助詞', '樒/シキミ/しきみ/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[523, 67, 524, 21, 525, 41, 526, 18, 527, 27, 28]"
120,遠野火や寂しき友と手をつなぐ,"['遠野/トーノ/遠野/名詞', '火/ヒ/火/名詞', 'や/ヤ/や/助詞', '寂/サビ/寂/名詞', 'しき/シキ/しき/助詞', '友/トモ/友/名詞', 'と/ト/と/助詞', '手/テ/手/名詞', 'を/ヲ/を/助詞', '繋ぐ/ツナグ/つなぐ/動詞']","[528, 200, 19, 529, 282, 530, 67, 37, 31, 531]"
121,野を焼くや棚曇りして二三日,"['野/ノ/野/名詞', 'を/ヲ/を/助詞', '焼く/ヤク/焼く/動詞', 'や/ヤ/や/助詞', '棚/タナ/棚/名詞', '曇り/クモリ/曇り/名詞', '為る/ナル/する/動詞', 'て/テ/て/助詞', '23/ニジューサン/二三/名詞', '日/ヒ/日/名詞']","[523, 31, 532, 19, 533, 534, 16, 39, 535, 231]"
122,庭さきの焼かれし芝を踏みて訪ふ,"['庭先/ニワサキ/庭さき/名詞', 'の/ノ/の/助詞', '焼く/ヤク/焼く/動詞', 'れる/レル/れる/助動詞', 'し/シ/し/助詞', '芝/シバ/芝/名詞', 'を/ヲ/を/助詞', '踏む/フム/踏む/動詞', 'て/テ/て/助詞', '訪/オトズレ/訪/接頭辞', 'ふ/フ/ふ/名詞']","[536, 18, 532, 222, 223, 537, 31, 538, 39, 539, 465]"
123,久米の子ら更衣の野を焼ける見ゆ,"['久米/クメ/久米/名詞', 'の/ノ/の/助詞', '子/コ/子/名詞', '等/ヒトシ/ら/接尾辞', '更衣/コロモガエ/更衣/名詞', 'の/ノ/の/助詞', '野/ノ/野/名詞', 'を/ヲ/を/助詞', '焼ける/ヤケル/焼ける/動詞', '見る/ミル/見る/動詞', 'ユ/ユ/ゆ/記号']","[540, 18, 541, 477, 542, 18, 523, 31, 543, 215, 544]"
124,しのゝめに小雨降出す焼野かな,"['東雲/シノノメ/しののめ/名詞', 'に/ニ/に/助詞', '小雨/コサメ/小雨/名詞', '降/クダ/降/名詞', '出す/ダス/出す/動詞', '焼け野/ヤケノ/焼野/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[545, 21, 546, 547, 150, 548, 27, 28]"
125,川越て鳥の見てゐる焼野かな,"['川越/カワゴエ/川越/名詞', 'って/ッテ/て/助詞', '鳥/トリ/鳥/名詞', 'の/ノ/の/助詞', '見る/ミル/見る/動詞', 'て/テ/て/助詞', '居る/イル/ゐる/動詞', '焼け野/ヤケノ/焼野/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[549, 275, 550, 18, 215, 39, 441, 548, 27, 28]"
126,赤き雲焼野のはてにあらはれぬ,"['赤い/アカイ/赤し/形容詞', '雲/クモ/雲/名詞', '焼け野/ヤケノ/焼野/名詞', 'の/ノ/の/助詞', '果て/ハテ/はて/名詞', 'に/ニ/に/助詞', '現れる/アラワレル/あらはれる/動詞', 'ず/ズ/ぬ/助動詞']","[551, 419, 548, 18, 552, 21, 553, 70]"
127,山焼の明りに下る夜舟かな,"['山/ヤマ/山/名詞', '焼き/ヤキ/焼/接尾辞', 'の/ノ/の/助詞', '明かり/アカリ/明り/名詞', 'に/ニ/に/助詞', '下る/クダル/下る/動詞', '夜船/ヨフネ/夜舟/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[83, 259, 18, 105, 21, 554, 555, 27, 28]"
128,竿のものとりこむ母に遠山火,"['竿/ザオ/竿/名詞', 'の/ノ/の/助詞', '物/モノ/もの/名詞', '取る/トル/とる/動詞', '込む/コム/こむ/動詞', '母/ハハ/母/名詞', 'に/ニ/に/助詞', '遠山/トーヤマ/遠山/名詞', '火/ヒ/火/名詞']","[556, 18, 189, 557, 558, 442, 21, 559, 200]"
129,山焼く火檜原に来ればまのあたり,"['山/ヤマ/山/名詞', '焼く/ヤク/焼く/動詞', '火/ヒ/火/名詞', '檜原/ヒバル/檜原/名詞', 'に/ニ/に/助詞', '来る/クル/来る/動詞', 'ば/バ/ば/助詞', '目の当たり/マノアタリ/まのあたり/名詞']","[83, 532, 200, 560, 21, 69, 4, 561]"
130,山焼やぽつり／ ＼と宵の雨,"['山/ヤマ/山/名詞', '焼き/ヤキ/焼/接尾辞', 'や/ヤ/や/助詞', 'ぽつり/ポツリ/ぽつり/副詞', '//／///補助記号', ' /\u3000/ /空白', '\\/￥/\\/補助記号', 'と/ト/と/助詞', '宵/ヨイ/宵/名詞', 'の/ノ/の/助詞', '雨/アメ/雨/名詞']","[83, 259, 19, 562, 118, 326, 119, 67, 563, 18, 103]"
131,四方より攻めるが如く樹海焼く,"['四方/シホー/四方/名詞', 'より/ヨリ/より/助詞', '攻める/セメル/攻める/動詞', 'が/ガ/が/助詞', 'ごとし/ゴトシ/如し/助動詞', '樹海/ジュカイ/樹海/名詞', '焼く/ヤク/焼く/動詞']","[564, 183, 565, 106, 445, 566, 532]"
132,焼山や嵩そのまゝに歯朶の容,"['焼け山/ヤケヤマ/焼山/名詞', 'や/ヤ/や/助詞', '嵩/カサ/嵩/名詞', 'そのまま/ソノママ/そのまま/名詞', 'に/ニ/に/助詞', '羊歯/シダ/歯朶/名詞', 'の/ノ/の/助詞', '容/ヨー/容/名詞']","[567, 19, 568, 569, 21, 570, 18, 571]"
